@relation final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}

@data
'taman desa',1600000,4,4,Condominium,Built-up,2059,Unknown
'jalan klang lama (old klang road)',1000000,4,3,Condominium,Built-up,1535,'Fully Furnished'
'jalan klang lama (old klang road)',460000,3,2,Condominium,Built-up,1044,'Partly Furnished'
'taman desa',980000,3,2,Condominium,Built-up,1650,'Partly Furnished'
'bandar menjalara',620000,3,3,Condominium,Built-up,1316,'Partly Furnished'
'taman tun dr ismail',830000,3,2,'Serviced Residence',Built-up,1010,'Partly Furnished'
'mont kiara',950000,4,2,Condominium,Built-up,1550,'Fully Furnished'
'mont kiara',620000,1,1,'Serviced Residence',Built-up,462,Unknown
'sri hartamas',510000,1,1,'Serviced Residence',Built-up,435,'Fully Furnished'
'mont kiara',2470000,5,5,Condominium,Built-up,2907,'Partly Furnished'
dutamas,1050000,2,2,'Serviced Residence',Built-up,1145,'Fully Furnished'
'mont kiara',1000000,4,3,Condominium,Built-up,1500,'Fully Furnished'
dutamas,930000,3,1,Condominium,Built-up,1520,Unknown
setapak,1361717,6,6,Condominium,Built-up,2646,Unfurnished
'wangsa maju',235000,2,1,Flat,Built-up,640,Unfurnished
'bukit jalil',500000,3,2,Apartment,Built-up,1080,'Partly Furnished'
'kl sentral',1888000,3,2,Condominium,Built-up,1399,'Fully Furnished'
'taman tun dr ismail',1600000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished'
ampang,990000,2,2,'Serviced Residence',Built-up,1066,'Partly Furnished'
'ampang hilir',2250000,4,3,Condominium,Built-up,1744,'Fully Furnished'
'ampang hilir',4200000,8,8,'Terrace/Link House','Land area',6211,'Partly Furnished'
bangsar,14800000,6,6,Condominium,Built-up,6900,'Partly Furnished'
'desa parkcity',2400000,5,4,'Terrace/Link House',Built-up,3600,'Partly Furnished'
'jalan klang lama (old klang road)',435000,1,2,'Serviced Residence','Land area',775,'Partly Furnished'
'taman desa',960000,3,2,Condominium,'Land area',1650,'Partly Furnished'
'jalan klang lama (old klang road)',268000,3,2,Flat,Built-up,750,'Partly Furnished'
oug,1800000,4,3,'Semi-detached House','Land area',4500,'Fully Furnished'
'bukit jalil',700000,3,2,Condominium,Built-up,1100,'Partly Furnished'
cheras,830000,4,3,'Terrace/Link House','Land area',2500,'Partly Furnished'
cheras,758000,4,3,'Terrace/Link House','Land area',2400,'Partly Furnished'
'kuchai lama',928000,5,3,'Terrace/Link House','Land area',1760,'Fully Furnished'
'desa parkcity',1190000,4,3,Condominium,Built-up,1432,'Fully Furnished'
'mont kiara',660000,1,1,'Serviced Residence',Built-up,462,'Fully Furnished'
setapak,380000,4,2,Condominium,Built-up,950,Unknown
setapak,380000,4,2,Condominium,Built-up,950,Unfurnished
'kl eco city',930000,1,1,Condominium,Built-up,710,'Fully Furnished'
klcc,11000000,7,4,'Serviced Residence',Built-up,6397,Unknown
'jalan klang lama (old klang road)',380000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
ampang,1100000,3,3,'Serviced Residence',Built-up,1230,'Partly Furnished'
cheras,490000,2,2,'Serviced Residence',Built-up,720,'Fully Furnished'
ampang,670000,2,2,'Serviced Residence',Built-up,950,'Fully Furnished'
kepong,430000,3,3,Condominium,Built-up,1216,Unfurnished
'damansara heights',7200000,7,8,Bungalow,'Land area',5000,'Partly Furnished'
klcc,3380000,5,5,Condominium,Built-up,3433,Unknown
'taman tun dr ismail',2680000,3,2,'Terrace/Link House','Land area',5700,'Partly Furnished'
klcc,3700000,4,3,'Serviced Residence',Built-up,2543,'Fully Furnished'
'damansara heights',4500000,6,6,Bungalow,'Land area',6360,'Partly Furnished'
klcc,1710305,2,2,Condominium,Built-up,1159,'Fully Furnished'
klcc,1103150,1,1,Condominium,Built-up,630,'Fully Furnished'
'taman desa',890000,4,3,Condominium,'Land area',1700,Unknown
'bukit jalil',420000,4,2,Condominium,Built-up,1088,'Partly Furnished'
'damansara heights',1658000,2,2,'Serviced Residence',Built-up,1152,'Partly Furnished'
klcc,1800000,3,4,Condominium,Built-up,1690,'Fully Furnished'
klcc,1800000,3,4,Condominium,Built-up,1690,'Fully Furnished'
'taman desa',445000,3,3,Condominium,Built-up,938,'Fully Furnished'
setapak,470000,2,2,Condominium,Built-up,902,'Fully Furnished'
setapak,480000,3,2,Condominium,Built-up,1102,'Partly Furnished'
bangsar,1200000,4,3,Condominium,'Land area',1561,'Fully Furnished'
'bangsar south',1600000,4,2,Condominium,Built-up,2095,'Partly Furnished'
'taman desa',439000,3,2,Condominium,Built-up,917,Unfurnished
cheras,620000,2,2,Condominium,Built-up,962,'Partly Furnished'
dutamas,780000,4,3,Condominium,Built-up,1356,'Partly Furnished'
'bangsar south',780000,2,2,'Serviced Residence',Built-up,823,'Fully Furnished'
'kl city',820000,1,1,'Serviced Residence',Built-up,657,'Fully Furnished'
'bukit jalil',1100000,5,3,Condominium,Built-up,1513,'Partly Furnished'
'bukit bintang',1190000,4,2,Condominium,Built-up,1570,'Fully Furnished'
'sungai besi',500000,3,2,Condominium,Built-up,1180,'Partly Furnished'
'sungai besi',530000,3,2,Condominium,Built-up,1152,'Partly Furnished'
'bukit jalil',520000,2,1,Condominium,Built-up,667,'Partly Furnished'
brickfields,1100000,5,4,Condominium,Built-up,1428,'Partly Furnished'
brickfields,1150000,3,3,Condominium,Built-up,1667,'Fully Furnished'
brickfields,1100000,3,3,Condominium,Built-up,1667,'Fully Furnished'
brickfields,800000,4,3,Condominium,Built-up,1378,'Partly Furnished'
brickfields,670000,1,1,Condominium,Built-up,842,'Fully Furnished'
brickfields,1350000,4,3,Condominium,Built-up,1920,'Fully Furnished'
brickfields,1238000,5,4,Condominium,Built-up,1588,'Fully Furnished'
'city centre',1800000,5,5,Condominium,Built-up,2838,'Partly Furnished'
brickfields,950000,3,2,'Serviced Residence',Built-up,838,'Fully Furnished'
brickfields,600000,2,1,'Serviced Residence',Built-up,880,'Fully Furnished'
brickfields,890000,2,2,Condominium,Built-up,1200,'Fully Furnished'
brickfields,820000,3,2,'Serviced Residence',Built-up,1250,'Fully Furnished'
brickfields,730000,3,2,Condominium,Built-up,1080,'Fully Furnished'
brickfields,530000,3,2,Condominium,Built-up,959,'Fully Furnished'
brickfields,750000,3,2,Condominium,Built-up,1147,'Fully Furnished'
brickfields,900000,4,3,Condominium,Built-up,1140,'Fully Furnished'
brickfields,1340000,5,4,Condominium,Built-up,1727,'Fully Furnished'
brickfields,755000,1,1,'Serviced Residence',Built-up,606,'Fully Furnished'
'ampang hilir',620000,2,2,'Serviced Residence',Built-up,950,'Fully Furnished'
'ampang hilir',830000,2,2,'Serviced Residence',Built-up,1400,'Fully Furnished'
brickfields,570000,1,1,'Serviced Residence',Built-up,468,'Fully Furnished'
'taman desa',445000,3,2,Condominium,Built-up,917,'Fully Furnished'
titiwangsa,480000,2,1,'Serviced Residence',Built-up,710,Unfurnished
'mont kiara',1080000,2,2,'Serviced Residence',Built-up,926,'Fully Furnished'
cheras,390000,3,2,Apartment,Built-up,1200,Unknown
oug,2520000,7,6,'Semi-detached House','Land area',4000,'Fully Furnished'
'city centre',960000,1,1,Condominium,Built-up,1119,'Fully Furnished'
'bangsar south',780000,2,2,'Serviced Residence',Built-up,815,'Partly Furnished'
'jalan klang lama (old klang road)',680000,4,2,'Serviced Residence',Built-up,1094,Unfurnished
'batu caves',220000,3,2,Apartment,Built-up,776,'Fully Furnished'
'batu caves',350000,4,4,'Terrace/Link House','Land area',1200,Unfurnished
'desa petaling',355000,3,2,Condominium,Built-up,956,'Partly Furnished'
klcc,3613500,4,4,Condominium,Built-up,3285,'Partly Furnished'
klcc,695420,1,1,'Serviced Residence',Built-up,436,'Fully Furnished'
bangsar,2456300,5,5,Condominium,Built-up,3509,'Partly Furnished'
klcc,1350000,1,1,'Serviced Residence',Built-up,925,'Partly Furnished'
'mont kiara',1450000,4,4,Condominium,Built-up,3200,'Fully Furnished'
klcc,1085700,2,2,Condominium,Built-up,1551,Unfurnished
klcc,1500000,3,2,'Serviced Residence',Built-up,1074,'Fully Furnished'
klcc,4000000,4,3,Condominium,Built-up,2250,'Partly Furnished'
klcc,2480000,2,2,'Serviced Residence',Built-up,1076,'Partly Furnished'
klcc,2357250,4,3,Condominium,Built-up,2245,'Partly Furnished'
'city centre',1430000,1,1,'Serviced Residence',Built-up,1131,'Partly Furnished'
klcc,2400000,5,4,'Serviced Residence',Built-up,3311,'Partly Furnished'
klcc,1300000,3,2,Condominium,Built-up,1076,'Fully Furnished'
klcc,5600000,4,4,'Serviced Residence',Built-up,2195,'Partly Furnished'
klcc,1550000,4,4,Condominium,Built-up,2098,'Partly Furnished'
klcc,2967000,4,4,'Serviced Residence',Built-up,2473,'Fully Furnished'
bangsar,950000,2,2,'Serviced Residence',Built-up,1098,'Fully Furnished'
bangsar,1500000,2,2,'Serviced Residence',Built-up,1098,'Fully Furnished'
klcc,1050000,2,2,Condominium,Built-up,1140,'Fully Furnished'
'mont kiara',3234540,5,5,Condominium,Built-up,3478,'Partly Furnished'
bangsar,1100000,2,2,Condominium,Built-up,1180,'Fully Furnished'
klcc,2650000,5,4,'Serviced Residence',Built-up,2345,'Partly Furnished'
klcc,4869700,6,5,Condominium,Built-up,4427,'Partly Furnished'
'city centre',1100000,2,2,Condominium,Built-up,1298,'Fully Furnished'
'city centre',1500000,4,4,Condominium,Built-up,1900,'Fully Furnished'
klcc,1800000,4,4,'Serviced Residence',Built-up,2200,'Partly Furnished'
'wangsa maju',470000,3,2,Apartment,'Land area',998,'Partly Furnished'
setapak,1150000,3,3,Condominium,'Land area',1980,Unfurnished
cheras,1028888,4,4,'Terrace/Link House',Built-up,2180,'Partly Furnished'
oug,5500000,8,7,Bungalow,'Land area',10160,'Fully Furnished'
'bukit jalil',680000,2,2,'Serviced Residence',Built-up,791,'Partly Furnished'
'batu caves',325000,3,2,Condominium,Built-up,860,'Partly Furnished'
'bukit jalil',520000,3,3,Condominium,Built-up,1003,'Partly Furnished'
'bukit bintang',820000,1,1,'Serviced Residence',Built-up,858,'Fully Furnished'
'city centre',1000000,1,2,'Serviced Residence',Built-up,943,'Fully Furnished'
ampang,700000,1,2,'Serviced Residence',Built-up,911,'Fully Furnished'
ampang,880000,2,2,'Serviced Residence',Built-up,1066,'Fully Furnished'
'desa parkcity',1700000,4,3,'Terrace/Link House','Land area',1500,Unfurnished
'desa parkcity',5395000,9,7,'Terrace/Link House','Land area',3300,'Partly Furnished'
setapak,428000,4,2,'Serviced Residence',Built-up,918,'Partly Furnished'
ampang,1280000,2,2,'Serviced Residence',Built-up,880,'Fully Furnished'
'bandar menjalara',300000,3,2,'Serviced Residence',Built-up,918,Unknown
'taman melawati',1880000,7,7,'Semi-detached House',Built-up,3700,'Fully Furnished'
'sungai besi',520000,3,2,Condominium,Built-up,1188,'Partly Furnished'
klcc,1050000,1,1,'Serviced Residence',Built-up,764,Unknown
klcc,1220000,2,1,'Serviced Residence',Built-up,635,'Fully Furnished'
'taman desa',2380000,6,4,'Semi-detached House','Land area',3000,'Partly Furnished'
cheras,673600,4,2,Condominium,Built-up,1195,Unfurnished
kepong,1050000,4,2,'Terrace/Link House','Land area',2940,'Partly Furnished'
ampang,2290000,4,4,Bungalow,'Land area',5000,Unfurnished
'bukit jalil',375000,3,2,Condominium,Built-up,1222,'Partly Furnished'
'kuchai lama',378000,3,2,Condominium,Built-up,1057,'Partly Furnished'
'mont kiara',750000,3,2,'Serviced Residence',Built-up,1088,'Fully Furnished'
'bukit jalil',1539100,7,6,'Terrace/Link House','Land area',2200,'Partly Furnished'
setapak,380000,4,2,Condominium,Built-up,950,Unknown
'sungai besi',376000,2,2,'Serviced Residence',Built-up,800,Unknown
'bandar menjalara',435000,4,2,Condominium,Built-up,1076,Unknown
'taman desa',560000,3,3,'Terrace/Link House','Land area',1170,Unknown
'sri petaling',430000,3,2,'Terrace/Link House','Land area',1125,'Partly Furnished'
sentul,540000,3,2,'Serviced Residence',Built-up,948,Unknown
oug,1600000,5,3,'Terrace/Link House','Land area',1540,'Partly Furnished'
cheras,1650000,6,6,Bungalow,'Land area',5980,Unknown
cheras,350000,2,1,Apartment,Built-up,732,'Partly Furnished'
'taman desa',450000,1,1,'Serviced Residence',Built-up,578,Unknown
cheras,1200000,6,7,'Semi-detached House','Land area',3040,Unknown
klcc,1865000,3,3,Condominium,Built-up,1232,'Partly Furnished'
klcc,1634000,3,2,Condominium,Built-up,1031,'Partly Furnished'
klcc,1366000,2,2,Condominium,Built-up,871,'Fully Furnished'
klcc,1799000,3,2,Condominium,Built-up,1154,'Partly Furnished'
klcc,2370000,3,2,Condominium,Built-up,1502,'Partly Furnished'
klcc,1390000,2,2,Condominium,Built-up,753,'Partly Furnished'
klcc,1370000,2,2,Condominium,Built-up,753,'Partly Furnished'
klcc,1468000,2,2,Condominium,Built-up,867,'Partly Furnished'
klcc,1120000,1,1,Condominium,Built-up,630,'Partly Furnished'
setapak,3300000,7,8,Bungalow,'Land area',4500,'Partly Furnished'
ampang,2990000,7,7,Bungalow,'Land area',5930,'Partly Furnished'
setapak,235000,3,2,Condominium,Built-up,845,Unfurnished
'jalan ipoh',600000,3,2,Condominium,Built-up,1275,'Partly Furnished'
'taman desa',525000,2,2,'Serviced Residence',Built-up,715,'Fully Furnished'
'sungai besi',499000,3,2,Condominium,Built-up,1184,'Partly Furnished'
'sri petaling',390000,3,2,Apartment,Built-up,904,'Partly Furnished'
cheras,285000,3,2,Condominium,Built-up,861,'Partly Furnished'
'bukit jalil',518000,4,2,Condominium,Built-up,1100,Unknown
cheras,459000,3,2,Condominium,Built-up,1195,Unknown
'sri petaling',340000,2,2,Condominium,Built-up,855,Unknown
'bukit jalil',460000,4,2,Condominium,'Land area',1088,'Partly Furnished'
klcc,1700000,3,2,'Serviced Residence',Built-up,1496,'Fully Furnished'
'mont kiara',2850000,5,5,Condominium,Built-up,3169,'Partly Furnished'
'bukit tunku (kenny hills)',2200000,5,5,Condominium,Built-up,3253,'Fully Furnished'
klcc,600000,1,1,'Serviced Residence',Built-up,411,'Fully Furnished'
keramat,1100000,4,4,Condominium,Built-up,1700,'Fully Furnished'
'bukit jalil',522000,3,2,Condominium,Built-up,1100,Unknown
'bukit tunku (kenny hills)',14800000,8,7,Bungalow,'Land area',11000,'Partly Furnished'
cheras,620000,3,3,'Terrace/Link House','Land area',1540,'Partly Furnished'
setapak,490000,3,2,'Serviced Residence',Built-up,1113,'Fully Furnished'
setapak,500000,4,2,Condominium,Built-up,1313,Unknown
setapak,510000,4,2,Condominium,Built-up,1450,Unknown
'jalan klang lama (old klang road)',330000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
'bukit jalil',428000,3,2,Apartment,Built-up,1151,'Fully Furnished'
'jalan klang lama (old klang road)',898000,4,3,Condominium,Built-up,1663,Unknown
cheras,673600,4,2,Condominium,Built-up,1195,Unfurnished
'bukit jalil',400000,3,2,Condominium,'Land area',1091,'Partly Furnished'
'jalan klang lama (old klang road)',780000,3,2,Condominium,Built-up,1395,Unknown
'jalan klang lama (old klang road)',430000,3,2,'Serviced Residence',Built-up,883,'Partly Furnished'
cheras,4500000,7,6,Bungalow,'Land area',5000,'Partly Furnished'
cheras,2480000,4,3,Bungalow,'Land area',10500,Unfurnished
'bukit jalil',705000,3,2,Condominium,Built-up,1300,'Fully Furnished'
setapak,330000,1,1,'Serviced Residence',Built-up,380,'Partly Furnished'
'mont kiara',2000000,4,4,Condominium,Built-up,2020,'Fully Furnished'
'mont kiara',2788000,4,4,'Serviced Residence',Built-up,2305,'Partly Furnished'
segambut,450000,3,2,Apartment,Built-up,1165,'Fully Furnished'
cheras,800000,5,3,'Terrace/Link House','Land area',1200,'Partly Furnished'
'wangsa maju',350000,4,3,Condominium,Built-up,1000,'Partly Furnished'
cheras,320000,3,2,Condominium,Built-up,903,'Fully Furnished'
'jalan klang lama (old klang road)',815000,3,3,Condominium,Built-up,1578,'Fully Furnished'
cheras,680000,5,4,'Terrace/Link House','Land area',1300,Unknown
'sri petaling',500000,3,2,Condominium,Built-up,1100,'Fully Furnished'
cheras,1690000,5,6,'Semi-detached House','Land area',4000,Unfurnished
cheras,1600000,6,7,Bungalow,'Land area',5332,'Partly Furnished'
'city centre',1600000,1,2,'Serviced Residence',Built-up,1131,'Partly Furnished'
klcc,4900000,4,4,Condominium,Built-up,2250,'Partly Furnished'
cheras,1830000,5,7,Bungalow,'Land area',5482,'Partly Furnished'
cheras,2800000,7,7,Bungalow,'Land area',9025,'Partly Furnished'
cheras,1400000,5,4,Bungalow,'Land area',5232,'Partly Furnished'
cheras,1200000,6,4,'Semi-detached House','Land area',3961,'Partly Furnished'
'sungai besi',350000,2,2,'Serviced Residence',Built-up,850,'Fully Furnished'
cheras,4180000,6,6,Bungalow,'Land area',7800,'Fully Furnished'
cheras,568000,3,3,Condominium,Built-up,1347,'Partly Furnished'
'bukit jalil',1750000,5,4,'Terrace/Link House','Land area',2160,'Partly Furnished'
cheras,540000,4,2,Condominium,Built-up,1394,'Partly Furnished'
sentul,810000,3,3,Condominium,Built-up,1186,'Partly Furnished'
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished'
cheras,1130000,4,5,'Terrace/Link House','Land area',1950,'Partly Furnished'
cheras,740000,3,2,'Terrace/Link House','Land area',2600,'Partly Furnished'
cheras,1500000,5,5,'Terrace/Link House','Land area',1960,Unfurnished
segambut,405000,2,1,'Serviced Residence',Built-up,713,Unknown
'mont kiara',2850000,5,5,Condominium,Built-up,3169,Unknown
klcc,4000000,4,4,Condominium,Built-up,2250,'Partly Furnished'
'sri petaling',1000000,4,5,Condominium,Built-up,2024,'Partly Furnished'
'desa petaling',81000,2,1,Flat,Built-up,506,Unknown
setapak,410000,4,2,Condominium,Built-up,950,Unknown
'sri petaling',399000,3,2,Condominium,Built-up,1129,'Partly Furnished'
ampang,1980000,6,7,'Semi-detached House','Land area',3520,'Partly Furnished'
'mont kiara',2000000,4,5,Condominium,Built-up,2498,'Fully Furnished'
'mont kiara',2005300,4,5,Condominium,Built-up,2498,'Partly Furnished'
dutamas,1430000,5,3,Condominium,Built-up,2955,Unknown
'taman tun dr ismail',900000,3,2,Condominium,Built-up,1470,'Partly Furnished'
'taman tun dr ismail',950000,3,3,Condominium,Built-up,1500,'Fully Furnished'
'wangsa maju',1000000,5,3,'Terrace/Link House',Built-up,2500,'Partly Furnished'
'bukit jalil',995000,4,2,Condominium,Built-up,1440,'Partly Furnished'
'taman melawati',1700000,5,5,'Terrace/Link House','Land area',1872,Unfurnished
'bukit jalil',1110000,5,4,Condominium,Built-up,1772,'Partly Furnished'
setapak,420000,4,3,Condominium,Built-up,1335,Unfurnished
'sri hartamas',1550000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished'
cheras,420000,3,2,Apartment,Built-up,1088,Unknown
cheras,620000,3,2,Condominium,Built-up,1286,'Partly Furnished'
setapak,470000,4,3,Condominium,Built-up,1331,'Partly Furnished'
'jalan klang lama (old klang road)',948000,4,4,Condominium,Built-up,1710,'Partly Furnished'
'bukit jalil',490000,3,2,Condominium,Built-up,1224,'Fully Furnished'
klcc,1200000,1,1,'Serviced Residence',Built-up,569,'Fully Furnished'
'sungai besi',1480000,6,4,'Terrace/Link House','Land area',824,'Partly Furnished'
'sungai besi',1020000,6,4,'Terrace/Link House',Built-up,2600,'Partly Furnished'
'bukit jalil',1399900,5,5,'Terrace/Link House','Land area',1606,Unfurnished
'jalan klang lama (old klang road)',660000,4,2,'Serviced Residence',Built-up,1094,Unknown
'jalan klang lama (old klang road)',700000,3,2,'Serviced Residence','Land area',953,'Partly Furnished'
'wangsa maju',530000,3,3,Condominium,'Land area',1267,'Partly Furnished'
'desa petaling',310000,3,2,Apartment,Built-up,886,'Partly Furnished'
'taman desa',630000,3,2,Condominium,Built-up,1110,'Fully Furnished'
'taman desa',680000,3,2,Condominium,Built-up,1110,'Fully Furnished'
cheras,618000,3,2,'Serviced Residence','Land area',871,'Partly Furnished'
cheras,395000,3,2,'Serviced Residence','Land area',950,'Partly Furnished'
cheras,618000,3,2,'Serviced Residence','Land area',914,'Partly Furnished'
setiawangsa,827000,4,3,Condominium,Built-up,1491,'Partly Furnished'
cheras,2990000,6,6,'Semi-detached House','Land area',5070,'Partly Furnished'
cheras,568000,4,3,Condominium,Built-up,1376,'Partly Furnished'
'sungai besi',450000,2,2,Condominium,Built-up,855,Unknown
'sri hartamas',550000,1,1,'Serviced Residence',Built-up,560,'Fully Furnished'
'taman desa',1500000,4,3,'Terrace/Link House','Land area',2112,'Partly Furnished'
'taman tun dr ismail',1550000,3,3,'Serviced Residence',Built-up,1442,'Partly Furnished'
'taman tun dr ismail',2820000,3,2,'Serviced Residence',Built-up,2426,Unknown
